SYSTEM			COMMAND		SPAWN						UPGRADE				
id	Name	level	command	parameter	peep	spawn	player	total	active	rate	health	speed	turn	attack	
		13	spawn		rudolf	zombie	enemy	26	10	1	2	2	2	2	
		13	spawn		bomber	zombie	enemy	13	5	1	2	2	2	2	
		13	next	14											
		14	spawn		zombie	zombie	enemy	280	100	0.1	2	2	2	2	
		14	spawn		bomber	zombie	enemy	28	10	1	2	2	2	2	
		14	spawn		devil	devil	enemy	14	5	1	2	2	2	2	
		14	next	15											
		15	spawn		zombie	zombie	enemy	300	100	0.1	3	3	3	3	
		15	spawn		rudolf	zombie	enemy	30	10	1	3	3	3	3	
		15	spawn		devil	devil	enemy	15	5	1	3	3	3	3	
		15	next	16											
		16	spawn		zombie	zombie	enemy	320	100	0.1	3	3	3	3	
		16	spawn		bomber	zombie	enemy	32	10	1	3	3	3	3	
		16	spawn		devil	devil	enemy	16	5	1	3	3	3	3	
		16	next	17											
		17	spawn		zombie	zombie	enemy	340	100	0.1	3	3	3	3	
		17	spawn		rudolf	zombie	enemy	34	10	1	3	3	3	3	
		17	spawn		bomber	zombie	enemy	17	5	1	3	3	3	3	
		17	next	18											
		18	spawn		zombie	zombie	enemy	360	100	0.1	3	3	3	3	
		18	spawn		rudolf	zombie	enemy	36	10	1	3	3	3	3	
		18	spawn		devil	devil	enemy	18	5	1	3	3	3	3	
		18	next	19											
		19	spawn		zombie	zombie	enemy	380	100	0.1	3	3	3	3	
		19	spawn		rudolf	zombie	enemy	38	10	1	3	3	3	3	
		19	spawn		devil	devil	enemy	19	5	1	3	3	3	3	
		19	next	20											
		20	spawn		zombie	zombie	enemy	400	100	0.1	4	4	4	4	
		20	spawn		bomber	zombie	enemy	40	10	1	4	4	4	4	
		20	spawn		devil	devil	enemy	20	5	1	4	4	4	4	
		20	next	21											
		21	spawn		zombie	zombie	enemy	420	100	0.1	4	4	4	4	
		21	spawn		rudolf	zombie	enemy	42	10	1	4	4	4	4	
		21	spawn		bomber	zombie	enemy	42	10	1	4	4	4	4	
		21	spawn		devil	devil	enemy	21	5	1	4	4	4	4	
		21	next	22											
		22	spawn		zombie	zombie	enemy	440	100	0.1	4	4	4	4	
		22	spawn		rudolf	zombie	enemy	44	10	1	4	4	4	4	
		22	spawn		bomber	zombie	enemy	44	10	1	4	4	4	4	
		22	spawn		devil	devil	enemy	22	5	1	4	4	4	4	
		22	next	23											
		23	spawn		zombie	zombie	enemy	460	100	0.1	4	4	4	4	
		23	spawn		rudolf	zombie	enemy	46	10	1	4	4	4	4	
		23	spawn		bomber	zombie	enemy	46	10	1	4	4	4	4	
		23	spawn		devil	devil	enemy	23	5	1	4	4	4	4	
		23	next	24											
		24	spawn		zombie	zombie	enemy	480	100	0.1	4	4	4	4	
		24	spawn		rudolf	zombie	enemy	48	10	1	4	4	4	4	
		24	spawn		bomber	zombie	enemy	48	10	1	4	4	4	4	
		24	spawn		devil	devil	enemy	24	5	1	4	4	4	4	
		24	next	25											
		25	spawn		zombie	zombie	enemy	500	100	0.1	5	5	5	5	
		25	spawn		rudolf	zombie	enemy	50	10	1	5	5	5	5	
		25	spawn		bomber	zombie	enemy	50	10	1	5	5	5	5	
		25	spawn		devil	devil	enemy	25	5	1	5	5	5	5	
		25	next	26											
		26	spawn		zombie	zombie	enemy	520	100	0.1	5	5	5	5	
		26	spawn		rudolf	zombie	enemy	52	10	1	5	5	5	5	
		26	spawn		bomber	zombie	enemy	52	10	1	5	5	5	5	
		26	spawn		devil	devil	enemy	26	5	1	5	5	5	5	
		26	next	27											
		27	spawn		zombie	zombie	enemy	540	100	0.1	5	5	5	5	
		27	spawn		rudolf	zombie	enemy	54	10	1	5	5	5	5	
		27	spawn		bomber	zombie	enemy	54	10	1	5	5	5	5	
		27	spawn		devil	devil	enemy	27	5	1	5	5	5	5	
		27	next	28											
		28	spawn		zombie	zombie	enemy	560	100	0.1	5	5	5	5	
		28	spawn		rudolf	zombie	enemy	56	10	1	5	5	5	5	
		28	spawn		bomber	zombie	enemy	56	10	1	5	5	5	5	
		28	spawn		devil	devil	enemy	28	5	1	5	5	5	5	
		28	next	29											
		29	spawn		zombie	zombie	enemy	580	100	0.1	5	5	5	5	
		29	spawn		rudolf	zombie	enemy	58	10	1	5	5	5	5	
		29	spawn		bomber	zombie	enemy	58	10	1	5	5	5	5	
		29	spawn		devil	devil	enemy	29	5	1	5	5	5	5	
		29	next	30											
		30	spawn		zombie	zombie	enemy	600	100	0.1	6	6	6	6	
		30	spawn		rudolf	zombie	enemy	60	10	1	6	6	6	6	
		30	spawn		bomber	zombie	enemy	60	10	1	6	6	6	6	
		30	spawn		devil	devil	enemy	30	5	1	6	6	6	6	
		30	next	31											
		31	spawn		zombie	zombie	enemy	620	100	0.1	6	6	6	6	
		31	spawn		rudolf	zombie	enemy	62	10	1	6	6	6	6	
		31	spawn		bomber	zombie	enemy	62	10	1	6	6	6	6	
		31	spawn		devil	devil	enemy	31	5	1	6	6	6	6	
		31	next	32											
		32	spawn		zombie	zombie	enemy	640	100	0.1	6	6	6	6	
		32	spawn		rudolf	zombie	enemy	64	10	1	6	6	6	6	
		32	spawn		bomber	zombie	enemy	64	10	1	6	6	6	6	
		32	spawn		devil	devil	enemy	32	5	1	6	6	6	6	
		32	next	33											
		33	spawn		zombie	zombie	enemy	660	100	0.1	6	6	6	6	
		33	spawn		rudolf	zombie	enemy	66	10	1	6	6	6	6	
		33	spawn		bomber	zombie	enemy	66	10	1	6	6	6	6	
		33	spawn		devil	devil	enemy	33	5	1	6	6	6	6	
		33	next	34											
		34	spawn		zombie	zombie	enemy	680	100	0.1	6	6	6	6	
		34	spawn		rudolf	zombie	enemy	68	10	1	6	6	6	6	
		34	spawn		bomber	zombie	enemy	68	10	1	6	6	6	6	
		34	spawn		devil	devil	enemy	34	5	1	6	6	6	6	
		34	next	35											
		35	spawn		zombie	zombie	enemy	700	100	0.1	7	7	7	7	
		35	spawn		rudolf	zombie	enemy	70	10	1	7	7	7	7	
		35	spawn		bomber	zombie	enemy	70	10	1	7	7	7	7	
		35	spawn		devil	devil	enemy	35	5	1	7	7	7	7	
		35	next	36											
		36	spawn		zombie	zombie	enemy	720	100	0.1	7	7	7	7	
		36	spawn		rudolf	zombie	enemy	72	10	1	7	7	7	7	
		36	spawn		bomber	zombie	enemy	72	10	1	7	7	7	7	
		36	spawn		devil	devil	enemy	36	5	1	7	7	7	7	
		36	next	37											
		37	spawn		zombie	zombie	enemy	740	100	0.1	7	7	7	7	
		37	spawn		rudolf	zombie	enemy	74	10	1	7	7	7	7	
		37	spawn		bomber	zombie	enemy	74	10	1	7	7	7	7	
		37	spawn		devil	devil	enemy	37	5	1	7	7	7	7	
		37	next	38											
		38	spawn		zombie	zombie	enemy	760	100	0.1	7	7	7	7	
		38	spawn		rudolf	zombie	enemy	76	10	1	7	7	7	7	
		38	spawn		bomber	zombie	enemy	76	10	1	7	7	7	7	
		38	spawn		devil	devil	enemy	38	5	1	7	7	7	7	
		38	next	39											
		39	spawn		zombie	zombie	enemy	780	100	0.1	7	7	7	7	
		39	spawn		rudolf	zombie	enemy	78	10	1	7	7	7	7	
		39	spawn		bomber	zombie	enemy	78	10	1	7	7	7	7	
		39	spawn		devil	devil	enemy	39	5	1	7	7	7	7	
		39	next	40											
		40	spawn		zombie	zombie	enemy	800	100	0.1	8	8	8	8	
		40	spawn		rudolf	zombie	enemy	80	10	1	8	8	8	8	
		40	spawn		bomber	zombie	enemy	80	10	1	8	8	8	8	
		40	spawn		devil	devil	enemy	40	5	1	8	8	8	8	
		40	next	41											
		41	spawn		zombie	zombie	enemy	820	100	0.1	8	8	8	8	
		41	spawn		rudolf	zombie	enemy	82	10	1	8	8	8	8	
		41	spawn		bomber	zombie	enemy	82	10	1	8	8	8	8	
		41	spawn		devil	devil	enemy	41	5	1	8	8	8	8	
		41	next	42											
		42	spawn		zombie	zombie	enemy	840	100	0.1	8	8	8	8	
		42	spawn		rudolf	zombie	enemy	84	10	1	8	8	8	8	
		42	spawn		bomber	zombie	enemy	84	10	1	8	8	8	8	
		42	spawn		devil	devil	enemy	42	5	1	8	8	8	8	
		42	next	43											
		43	spawn		zombie	zombie	enemy	860	100	0.1	8	8	8	8	
		43	spawn		rudolf	zombie	enemy	86	10	1	8	8	8	8	
		43	spawn		bomber	zombie	enemy	86	10	1	8	8	8	8	
		43	spawn		devil	devil	enemy	43	5	1	8	8	8	8	
		43	next	44											
		44	spawn		zombie	zombie	enemy	880	100	0.1	8	8	8	8	
		44	spawn		rudolf	zombie	enemy	88	10	1	8	8	8	8	
		44	spawn		bomber	zombie	enemy	88	10	1	8	8	8	8	
		44	spawn		devil	devil	enemy	44	5	1	8	8	8	8	
		44	next	45											
		45	spawn		zombie	zombie	enemy	900	100	0.1	9	9	9	9	
		45	spawn		rudolf	zombie	enemy	90	10	1	9	9	9	9	
		45	spawn		bomber	zombie	enemy	90	10	1	9	9	9	9	
		45	spawn		devil	devil	enemy	45	5	1	9	9	9	9	
		45	next	46											
		46	spawn		zombie	zombie	enemy	920	100	0.1	9	9	9	9	
		46	spawn		rudolf	zombie	enemy	92	10	1	9	9	9	9	
		46	spawn		bomber	zombie	enemy	92	10	1	9	9	9	9	
		46	spawn		devil	devil	enemy	46	5	1	9	9	9	9	
		46	next	47											
		47	spawn		zombie	zombie	enemy	940	100	0.1	9	9	9	9	
		47	spawn		rudolf	zombie	enemy	94	10	1	9	9	9	9	
		47	spawn		bomber	zombie	enemy	94	10	1	9	9	9	9	
		47	spawn		devil	devil	enemy	47	5	1	9	9	9	9	
		47	next	48											
		48	spawn		zombie	zombie	enemy	960	100	0.1	9	9	9	9	
		48	spawn		rudolf	zombie	enemy	96	10	1	9	9	9	9	
		48	spawn		bomber	zombie	enemy	96	10	1	9	9	9	9	
		48	spawn		devil	devil	enemy	48	5	1	9	9	9	9	
		48	next	49											
		49	spawn		zombie	zombie	enemy	980	100	0.1	9	9	9	9	
		49	spawn		rudolf	zombie	enemy	98	10	1	9	9	9	9	
		49	spawn		bomber	zombie	enemy	98	10	1	9	9	9	9	
		49	spawn		devil	devil	enemy	49	5	1	9	9	9	9	
		49	next	50											
		50	spawn		zombie	zombie	enemy	1000	100	0.1	10	10	10	10	
		50	spawn		rudolf	zombie	enemy	100	10	1	10	10	10	10	
		50	spawn		bomber	zombie	enemy	100	10	1	10	10	10	10	
		50	spawn		devil	devil	enemy	50	5	1	10	10	10	10	
		50	next	0											
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
