		TYPE			SHEET			CREATION					STATS							FIRE SPEED					AUDIO				FRONTEND										
airstrike_nuke	airstrike_nuke	place		press	_airstrike	1			airstrike_nuke				0	0	0	1					1	10						airstrike_place	Nuked	Airstrike	500	1000	locked	Nukes all the enemies in range!	"[character].uzi2:30,[character].minigun:30,[character].ak47:30,[character].m16:30,[character].grenade:30,[character].crossbow:30,[character].rpg:30,[character].bazooka:30,[character].flamethrower:30,[character].turret_minigun:30,[character].turret_laser:30,[character].turret_rocket:30,[character].turret_railgun:30,[character].turret_mortar:30,[character].turret_50calibre:30,[character].airstrike_carpet:30"		TRUE	facebook	FALSE
BULLET TYPES													0	0																0				0					FALSE
pistol	pistol	los		press	_pistol	1		bullet			shell_bullet	pistol_muzzleflash	0	0	0	5	0.5		0.05		1	0.5	20					pistol_shot	Pistol	Hand gun	100	5	locked	"A basic gun, but deadly in the right hands!"	"[character].uzi2:30,[character].minigun:30,[character].ak47:30,[character].m16:30,[character].grenade:30,[character].crossbow:30,[character].rpg:30,[character].bazooka:30,[character].flamethrower:30,[character].turret_minigun:30,[character].turret_laser:30,[character].turret_rocket:30,[character].turret_railgun:30,[character].turret_mortar:30,[character].turret_50calibre:30,[character].airstrike_carpet:30,[character].airstrike_nuke:30"		TRUE	"facebook,bxhnms1"	FALSE
revolver	revolver	los		press	_revolver	1		bullet			shell_bullet	pistol_muzzleflash	0	0	0	5	0.5		0.05		1	0.5	20					pistol_shot	Revolver	Hand gun	100	5	locked	"A repeating forearm, the revolver will easily dispatch those baddies."	"[character].uzi2:30,[character].minigun:30,[character].ak47:30,[character].m16:30,[character].grenade:30,[character].crossbow:30,[character].rpg:30,[character].bazooka:30,[character].flamethrower:30,[character].turret_minigun:30,[character].turret_laser:30,[character].turret_rocket:30,[character].turret_railgun:30,[character].turret_mortar:30,[character].turret_50calibre:30,[character].airstrike_carpet:30,[character].airstrike_nuke:30"		TRUE	"facebook,bxhnms1"	FALSE
shotgun	shotgun	los		press	_shotgun	1		bullet			shell_bullet	minigun_muzzleflash	0	0	0	5			0.5		3	0.5	20					shotgun_shot	Shotgun	Hand gun	200	5	locked	"A powerful short range weapon, great for killing devils."	"[character].uzi2:30,[character].minigun:30,[character].ak47:30,[character].m16:30,[character].grenade:30,[character].crossbow:30,[character].rpg:30,[character].bazooka:30,[character].flamethrower:30,[character].turret_minigun:30,[character].turret_laser:30,[character].turret_rocket:30,[character].turret_railgun:30,[character].turret_mortar:30,[character].turret_50calibre:30,[character].airstrike_carpet:30,[character].airstrike_nuke:30"		TRUE	"facebook,bxhnms1"	FALSE
uzi	uzi	los		auto	_uzi	1		bullet			shell_bullet	uzi_muzzleflash	0	0	0	7	0.5		0.1		1	0.5	100	0.1667				uzi_shot	Uzi	Hand gun	150	5	locked	An open bolt design. It lacks accuracy but spits out continuous ammo.	"[character].uzi2:30,[character].minigun:30,[character].ak47:30,[character].m16:30,[character].grenade:30,[character].crossbow:30,[character].rpg:30,[character].bazooka:30,[character].flamethrower:30,[character].turret_minigun:30,[character].turret_laser:30,[character].turret_rocket:30,[character].turret_railgun:30,[character].turret_mortar:30,[character].turret_50calibre:30,[character].airstrike_carpet:30,[character].airstrike_nuke:30"		TRUE	"facebook,bxhnms1"	FALSE
uzi2	uzi2	los		auto	_uzi2	1	1	bullet			shell_bullet	uzi_muzzleflash	0	0	0	7	0.5		0.05		2	0.5	100					uzi_shot	Double Uzi	Hand gun	400	5	locked	Really deliver punishment with double the fire power!	"[character].minigun:30,[character].ak47:30,[character].m16:30,[character].grenade:30,[character].crossbow:30,[character].rpg:30,[character].bazooka:30,[character].flamethrower:30,[character].turret_minigun:30,[character].turret_laser:30,[character].turret_rocket:30,[character].turret_railgun:30,[character].turret_mortar:30,[character].turret_50calibre:30,[character].airstrike_carpet:30,[character].airstrike_nuke:30"		TRUE	facebook	FALSE
minigun	minigun	los		auto	_minigun	6		bullet			shell_bullet	minigun_muzzleflash	0	0	0	10			0.5		1	0.5	200	0.1667				minigun_shot	Minigun	Hand gun	450	5	locked	A heavy machine gun with rotating barrels to pump out the ammo.	"[character].ak47:30,[character].m16:30,[character].grenade:30,[character].crossbow:30,[character].rpg:30,[character].bazooka:30,[character].flamethrower:30,[character].turret_minigun:30,[character].turret_laser:30,[character].turret_rocket:30,[character].turret_railgun:30,[character].turret_mortar:30,[character].turret_50calibre:30,[character].airstrike_carpet:30,[character].airstrike_nuke:30"		TRUE	facebook	FALSE
ak47	ak47	los		auto	_ak47	1		bullet			shell_bullet	minigun_muzzleflash	0	0	0	7			0.05		1	0.5	100	0.2000				ak47_shot	AK47	Hand gun	250	5	locked	The world's most popular gun. Why? See for yourself tough guy.	"[character].uzi2:30,[character].minigun:30,[character].m16:30,[character].grenade:30,[character].crossbow:30,[character].rpg:30,[character].bazooka:30,[character].flamethrower:30,[character].turret_minigun:30,[character].turret_laser:30,[character].turret_rocket:30,[character].turret_railgun:30,[character].turret_mortar:30,[character].turret_50calibre:30,[character].airstrike_carpet:30,[character].airstrike_nuke:30"		TRUE	"facebook,bxhnms1"	FALSE
m16	m16	los		auto	_m16	1		bullet			shell_bullet	minigun_muzzleflash	0	0	0	7			0.05		1	0.5	100	0.2000				m16_shot	M16	Hand gun	250	5	locked	A lightweight assault rifle; it delivers death quickly and accurately.	"[character].uzi2:30,[character].minigun:30,[character].ak47:30,[character].grenade:30,[character].crossbow:30,[character].rpg:30,[character].bazooka:30,[character].flamethrower:30,[character].turret_minigun:30,[character].turret_laser:30,[character].turret_rocket:30,[character].turret_railgun:30,[character].turret_mortar:30,[character].turret_50calibre:30,[character].airstrike_carpet:30,[character].airstrike_nuke:30"		TRUE	"facebook,bxhnms1"	FALSE
grenade	grenade	los		release	_grenade	1		grenade		grenade			0	0	0	7			0.7		1	0.5							Grenade	Hand	200	5	locked	Granades can kill multiple enemies at once.	"[character].uzi2:30,[character].minigun:30,[character].ak47:30,[character].m16:30,[character].crossbow:30,[character].rpg:30,[character].bazooka:30,[character].flamethrower:30,[character].turret_minigun:30,[character].turret_laser:30,[character].turret_rocket:30,[character].turret_railgun:30,[character].turret_mortar:30,[character].turret_50calibre:30,[character].airstrike_carpet:30,[character].airstrike_nuke:30"		TRUE	facebook	FALSE
crossbow	crossbow	los		press	_crossbow	1		arrow					0	0	0	1			0.05		1	0.5	20					crossbow_shot	Crossbow	Hand gun	250	5	locked	Shoots arrows right through your enemies.	"[character].uzi2:30,[character].minigun:30,[character].ak47:30,[character].m16:30,[character].grenade:30,[character].rpg:30,[character].bazooka:30,[character].flamethrower:30,[character].turret_minigun:30,[character].turret_laser:30,[character].turret_rocket:30,[character].turret_railgun:30,[character].turret_mortar:30,[character].turret_50calibre:30,[character].airstrike_carpet:30,[character].airstrike_nuke:30"		TRUE	facebook	FALSE
lasergun	lasergun	los		press	_lasergun	1		laser				minigun_muzzleflash	0	0	0	12			0.05		1	0.25	20	0.4000				turret_laser_shot	Lasergun	Hand gun	400	5	locked	A technological leap! Great for eye surgery and zapping enemies.	"[character].uzi2:30,[character].minigun:30,[character].ak47:30,[character].m16:30,[character].grenade:30,[character].rpg:30,[character].bazooka:30,[character].flamethrower:30,[character].turret_minigun:30,[character].turret_laser:30,[character].turret_rocket:30,[character].turret_railgun:30,[character].turret_mortar:30,[character].turret_50calibre:30,[character].airstrike_carpet:30,[character].airstrike_nuke:30"		TRUE	facebook	FALSE
railgun	railgun	los		press	_railgun	1		railgun				minigun_muzzleflash	0	0	0	12			0.05		1	0.25	20	0.4000				turret_railgun_shot	Railgun	Hand gun	400	5	locked	A railgun can kill multiple enemies at once.	"[character].uzi2:30,[character].minigun:30,[character].ak47:30,[character].m16:30,[character].grenade:30,[character].rpg:30,[character].bazooka:30,[character].flamethrower:30,[character].turret_minigun:30,[character].turret_laser:30,[character].turret_rocket:30,[character].turret_railgun:30,[character].turret_mortar:30,[character].turret_50calibre:30,[character].airstrike_carpet:30,[character].airstrike_nuke:30"		TRUE	facebook	FALSE
grenade_launcher	grenade_launcher	los		press	_grenade_launcher	1		mortar				minigun_muzzleflash	0	0	0	20			0.05		1	1	20	0.8000				turret_mortar_shot	Grenade	Launcher	400	5	locked	Get ballistic on your enemies. Watch those shells come down!	"[character].uzi2:30,[character].minigun:30,[character].ak47:30,[character].m16:30,[character].grenade:30,[character].rpg:30,[character].bazooka:30,[character].flamethrower:30,[character].turret_minigun:30,[character].turret_laser:30,[character].turret_rocket:30,[character].turret_railgun:30,[character].turret_mortar:30,[character].turret_50calibre:30,[character].airstrike_carpet:30,[character].airstrike_nuke:30"		TRUE	facebook	FALSE
MISSILES / ROCKETS														0																0				0					FALSE
rpg	rpg	los		press	_rpg	1		missile				rocket_muzzleflash	0	0	0	5			0.05		1	1	10					rocket_shot	RPG	Rockets	400	100	locked	A rugged hand held launcher for blasting mortars at your foes!	"[character].uzi2:30,[character].minigun:30,[character].ak47:30,[character].m16:30,[character].grenade:30,[character].crossbow:30,[character].bazooka:30,[character].flamethrower:30,[character].turret_minigun:30,[character].turret_laser:30,[character].turret_rocket:30,[character].turret_railgun:30,[character].turret_mortar:30,[character].turret_50calibre:30,[character].airstrike_carpet:30,[character].airstrike_nuke:30"		TRUE	facebook	FALSE
rocket_launcher	rocket_launcher	los		auto	_rocket_launcher	4		missile				rocket_muzzleflash	0	0	0	5			0.05		4	1	10					rocket_shot	Rocket launcher	Rockets	500	100	locked	Fires rockets to wipeout all the baddies.	"[character].uzi2:30,[character].minigun:30,[character].ak47:30,[character].m16:30,[character].grenade:30,[character].crossbow:30,[character].rpg:30,[character].bazooka:30,[character].flamethrower:30,[character].turret_minigun:30,[character].turret_laser:30,[character].turret_rocket:30,[character].turret_railgun:30,[character].turret_mortar:30,[character].turret_50calibre:30,[character].airstrike_carpet:30,[character].airstrike_nuke:30"		TRUE	facebook	TRUE
bazooka	bazooka	los		press	_bazooka	1		missile				rocket_muzzleflash	0	0	0	5			0.05		1	0.5	10					rocket_shot	Bazooka	Rockets	400	100	locked	"It can blow up a tank, imagine what it will do with a zombie."	"[character].uzi2:30,[character].minigun:30,[character].ak47:30,[character].m16:30,[character].grenade:30,[character].crossbow:30,[character].rpg:30,[character].flamethrower:30,[character].turret_minigun:30,[character].turret_laser:30,[character].turret_rocket:30,[character].turret_railgun:30,[character].turret_mortar:30,[character].turret_50calibre:30,[character].airstrike_carpet:30,[character].airstrike_nuke:30"		TRUE	facebook	FALSE
flamethrower	flamethrower	los		auto	_flamethrower	1		flamethrower					0	0	0	9			0.05		5	0	0					flamethrower_shot	Flamethrower	Fire	500	100	locked	The clue is in the name. It throws flames at your enemies.	"[character].uzi2:30,[character].minigun:30,[character].ak47:30,[character].m16:30,[character].grenade:30,[character].crossbow:30,[character].rpg:30,[character].bazooka:30,[character].turret_minigun:30,[character].turret_laser:30,[character].turret_rocket:30,[character].turret_railgun:30,[character].turret_mortar:30,[character].turret_50calibre:30,[character].airstrike_carpet:30,[character].airstrike_nuke:30"		TRUE	facebook	FALSE
TURRETS														0																0				0					FALSE
turret_50calibre	turret_50calibre	place		press	_placement	1			turret_50calibre				0	0	0	1					1	0						turret_place	50 Calibre	Turret	500	500	locked	Shoots .50 calibre rounds to dispatch the bad guys!	"[character].uzi2:30,[character].minigun:30,[character].ak47:30,[character].m16:30,[character].grenade:30,[character].crossbow:30,[character].rpg:30,[character].bazooka:30,[character].flamethrower:30,[character].turret_minigun:30,[character].turret_laser:30,[character].turret_rocket:30,[character].turret_railgun:30,[character].turret_mortar:30,[character].airstrike_carpet:30,[character].airstrike_nuke:30"		TRUE	facebook	FALSE
turret_flamethrower	turret_flamethrower	place		press	_placement	1			turret_flamethrower				0	0	0	1		devil			1	0						turret_place	Flamethrower	Turret	500	500	locked	This turret just turns and burns baby.	"[character].uzi2:30,[character].minigun:30,[character].ak47:30,[character].m16:30,[character].grenade:30,[character].crossbow:30,[character].rpg:30,[character].bazooka:30,[character].flamethrower:30,[character].turret_minigun:30,[character].turret_laser:30,[character].turret_rocket:30,[character].turret_railgun:30,[character].turret_mortar:30,[character].airstrike_carpet:30,[character].airstrike_nuke:30"		TRUE	facebook	TRUE
turret_laser	turret_laser	place		press	_placement	1			turret_laser				0	0	0	1					1	0						turret_place	Laser	Turret	500	500	locked	A technological leap! Great for eye surgery and zapping enemies.	"[character].uzi2:30,[character].minigun:30,[character].ak47:30,[character].m16:30,[character].grenade:30,[character].crossbow:30,[character].rpg:30,[character].bazooka:30,[character].flamethrower:30,[character].turret_minigun:30,[character].turret_rocket:30,[character].turret_railgun:30,[character].turret_mortar:30,[character].airstrike_carpet:30,[character].airstrike_nuke:30"		TRUE	facebook	FALSE
turret_minigun	turret_minigun	place		press	_placement	1			turret_minigun				0	0	0	1					1	0						turret_place	Minigun	Turret	250	500	locked	Fills your enemies full of mini holes.	"[character].uzi2:30,[character].minigun:30,[character].ak47:30,[character].m16:30,[character].grenade:30,[character].crossbow:30,[character].rpg:30,[character].bazooka:30,[character].flamethrower:30,[character].turret_laser:30,[character].turret_rocket:30,[character].turret_railgun:30,[character].turret_mortar:30,[character].airstrike_carpet:30,[character].airstrike_nuke:30"		TRUE	"facebook,bxhnms1"	FALSE
turret_mortar	turret_mortar	place		press	_placement	1			turret_mortar				0	0	0	1					1	0						turret_place	Mortar	Turret	250	500	locked	Get ballistic on your enemies. Watch those shells come down!	"[character].uzi2:30,[character].minigun:30,[character].ak47:30,[character].m16:30,[character].grenade:30,[character].crossbow:30,[character].rpg:30,[character].bazooka:30,[character].flamethrower:30,[character].turret_minigun:30,[character].turret_laser:30,[character].turret_rocket:30,[character].turret_railgun:30,[character].turret_50calibre:30,[character].airstrike_carpet:30,[character].airstrike_nuke:30"		TRUE	"facebook,bxhnms1"	FALSE
turret_railgun	turret_railgun	place		press	_placement	1			turret_railgun				0	0	0	1					1	0						turret_place	Railgun	Turret	250	500	locked	Nevermind the science. Just place it and let the massacre begin!	"[character].uzi2:30,[character].minigun:30,[character].ak47:30,[character].m16:30,[character].grenade:30,[character].crossbow:30,[character].rpg:30,[character].bazooka:30,[character].flamethrower:30,[character].turret_minigun:30,[character].turret_laser:30,[character].turret_rocket:30,[character].turret_50calibre:30,[character].turret_mortar:30,[character].airstrike_carpet:30,[character].airstrike_nuke:30"		TRUE	facebook	FALSE
turret_rocket	turret_rocket	place		press	_placement	1			turret_rocket				0	0	0	1					1	0						turret_place	Rocket	Turret	500	500	locked	Deploy the turret and let the rockets do the rest!	"[character].uzi2:30,[character].minigun:30,[character].ak47:30,[character].m16:30,[character].grenade:30,[character].crossbow:30,[character].rpg:30,[character].bazooka:30,[character].flamethrower:30,[character].turret_minigun:30,[character].turret_laser:30,[character].turret_50calibre:30,[character].turret_railgun:30,[character].turret_mortar:30,[character].airstrike_carpet:30,[character].airstrike_nuke:30"		TRUE	facebook	FALSE
TURRETS WEAPONS														0																									FALSE
turret_50calibre_weapon	turret_50calibre_weapon	los		auto		1		bullet50			shell_bullet	minigun_muzzleflash	0	100	2	12			0.2		1	0.125	100	0.3000				turret_50calibre_shot									TRUE		FALSE
turret_flamethrower_weapon	turret_flamethrower_weapon	los		auto		1		flamethrower					0	200	0	9		devil	0.2		5	0						turret_flamethrower_shot									TRUE		TRUE
turret_laser_weapon	turret_laser_weapon	los		auto		1		laser				minigun_muzzleflash	0	100	2	12			0.2		1	0.125	20	0.4000				turret_laser_shot									TRUE		FALSE
turret_minigun_weapon	turret_minigun_weapon	los		auto		4	4	bullet			shell_bullet	minigun_muzzleflash	0	300	2	12			0.2		1	0.125	200	0.1000				turret_minigun_shot									TRUE		FALSE
turret_mortar_weapon	turret_mortar_weapon	los		auto		1		mortar				minigun_muzzleflash	0	50	6	16			0.2		1	0.5	20	0.8000				turret_mortar_shot									TRUE		FALSE
turret_railgun_weapon	turret_railgun_weapon	los		auto		1		railgun			shell_bullet	minigun_muzzleflash	0	100	2	12			0.2		1	1	20	0.4000				turret_railgun_shot									TRUE		FALSE
turret_rocket_weapon	turret_rocket_weapon	los		auto		8		missile				rocket_muzzleflash	0	100	2	12			0.2		1	0.66	8	1.6000				turret_rocket_shot									TRUE		FALSE
ENEMY WEAPONS														0																									FALSE
bomber_explode	bomber_explode	proximity		press						bomber_explode			0	0	0	3					1							bomber_detonate											
bomber_run	bomber_run	proximity		press						attack_run			0	0	0	15					1							bpmber_run											
devil_firewall	devil_firewall	los	TRUE	press			1	devil_firewall		devil_attack			0	0	0	10				1	1	3						devil_attack											
ed206_minigun	ed206_minigun	los	TRUE	auto	_minigun	6	6	bullet				minigun_muzzleflash	0	0	0	14				1	1	0.083333333	20	0.1250				ed206_minigun_shot											
zombie_attack	zombie_attack	h2h		press						zombie_attack			0	0	0	1.5					1	1.25						zombie_attack											
lucifer_run	lucifer_run	proximity		press						attack_run			0	0	0	12					1							lucifer_run											
lucifer_attack	lucifer_attack	h2h		press						lucifer_attack			0	0	0	1.5					1	1.25						lucifer_attack											
werewolf_attack	werewolf_attack	h2h		press						werewolf_attack			0	0	0	1.5					1	1.25						werewolf_attack											
werewolf_run	werewolf_run	proximity		press						attack_run			0	0	0	15					1							werewolf_run											
mummy_attack	mummy_attack	h2h		press						mummy_attack			0	0	0	1.5					1	1.25						mummy_attack											
troll_attack	troll_attack	h2h		press						troll_attack			0	0	0	2				0.5	1	0.25						troll_attack											
troll_run	troll_run	proximity		press						attack_run			0	0	0	20					1							troll_run											
vampire_teleport	vampire_teleport	proximity	TRUE	press						teleport			0	0	5	20				0.5	1	5						vampire_teleport											
vampire_attack	vampire_attack	h2h		press						vampire_attack			0	0	0	1.5					1	1.25						vampire_attack											
attack_run	attack_run	proximity		press						attack_run			0	0	0	15					1							attack_run											
‰PNG

